,Variable Name,Description,Type,Code=Value,Source File
1013,exercm1c,TOTAL INTENTIONAL EXERCISE (Q9-15) MET-min/wk,NUMERIC,,Exam1
1014,pamcm1c,MODERATE PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,,Exam1
1015,pavcm1c,VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,,Exam1
1016,pamvcm1c,MODERATE AND VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,,Exam1
1017,sbpcp1,"SYSTOLIC BLOOD PRESSURE (FROM OSCILLOMETRIC CUFF), (mmHg)",NUMERIC,,Exam1
1018,dbpcp1,"DIASTOLIC BLOOD PRESSURE (FROM OSCILLOMETRIC CUFF), (mmHg)",NUMERIC,,Exam1
1019,mnapcp1,"MEAN ARTERIAL PRESSURE (FROM OSCILLOMETRIC CUFF), (mmHg)",NUMERIC,,Exam1
1020,pprescp1,"PULSE PRESSURE (FROM OSCILLOMETRIC CUFF), (mmHg)",NUMERIC,,Exam1
1021,pulsecp1,"PULSE RATE (FROM OSCILLOMETRIC CUFF), (BEATS/MINUTE)",NUMERIC,,Exam1
1022,sbpwp1,"SYSTOLIC BLOOD PRESSURE (FROM WAVEFORM ANALYSIS), (mmHg)",NUMERIC,,Exam1
1023,dbpwp1,"DIASTOLIC BLOOD PRESSURE (FROM WAVEFORM ANALYSIS), (mmHg)",NUMERIC,,Exam1
1024,mnapwp1,"MEAN ARTERIAL PRESSURE (FROM WAVEFORM ANALYSIS), (mmHg)",NUMERIC,,Exam1
1025,pulsewp1,"PULSE RATE (FROM WAVEFORM ANALYSIS), (BEATS/MINUTE)",NUMERIC,,Exam1
1026,lae1c,LARGE ARTERY ELASTICITY INDEX (ml/mmHg x10),NUMERIC,,Exam1
1027,sae1c,SMALL ARTERY ELASTICITY INDEX (ml/mmHg x100),NUMERIC,,Exam1
1028,svr1c,SYSTEMIC VASCULAR RESISTANCE (dyne sec / cm5),NUMERIC,,Exam1
1029,totvip1,TOTAL VASCULAR IMPEDANCE (dyne sec / cm5) (MACHINE COMPUTED),NUMERIC,,Exam1
1030,eco1c,ESTIMATED CARDIAC OUTPUT (L/minute),NUMERIC,,Exam1
1031,cardx1c,ESTIMATED CARDIAC OUTPUT INDEX,NUMERIC,,Exam1
1032,cejectp1,"ESTIMATED CARDIAC EJECTION TIME, (MILLISECOND)",NUMERIC,,Exam1
1033,stkvol1c,ESTIMATED STROKE VOLUME (ml/beat),NUMERIC,,Exam1
1034,stkvx1c,ESTIMATED STROKE VOLUME INDEX,NUMERIC,,Exam1
1035,dmapnum1,DINAMAP NUMBER,NUMERIC,,Exam1
1036,armcm1,ARM CIRCUMFERENCE (cm),NUMERIC,,Exam1
1037,cuffsz1,SEATED BP CUFF SIZE,NUMERIC,"1=SMALL ADULT (17-25cm); 2=ADULT (25.1-33cm); 3=LARGE ADULT (33.1-40cm); 4=THIGH (40.1-50cm); 5=FOREARM, ADULT (25.1-33cm); 6=FOREARM, LARGE ADULT (33.1-40cm)",Exam1
1038,s1bp1,SEATED BP: SYSTOLIC 1ST READING (mmHg),NUMERIC,,Exam1
1039,d1bp1,SEATED BP: DIASTOLIC 1ST READING (mmHg),NUMERIC,,Exam1
1040,bptm1,"TIME OF DAY, SEATED BP",STRING,,Exam1
1041,s2bp1,SEATED BP: SYSTOLIC 2ND READING (mmHg),NUMERIC,,Exam1
1042,d2bp1,SEATED BP: DIASTOLIC 2ND READING (mmHg),NUMERIC,,Exam1
1043,s3bp1,SEATED BP: SYSTOLIC 3RD READING (mmHg),NUMERIC,,Exam1
1044,d3bp1,SEATED BP: DIASTOLIC 3RD READING (mmHg),NUMERIC,,Exam1
1045,rmtempf1,"ROOM TEMPERATURE (FAHRENHEIT), SEATED BP",NUMERIC,,Exam1
1046,sbp1c,SEATED SYSTOLIC BLOOD PRESSURE (mmHg),NUMERIC,,Exam1
1047,dbp1c,SEATED DIASTOLIC BLOOD PRESSURE (mmHg),NUMERIC,,Exam1
1048,spp1c,SEATED PULSE PRESSURE (mmHg),NUMERIC,,Exam1
1049,dcoeff1,DISTENSIBILITY COEFFICIENT,NUMERIC,,Exam1
1050,youngm1,YOUNGS MODULUS,NUMERIC,,Exam1
1051,ualbumn1,URINARY ALBUMIN (mg/dL),NUMERIC,,Exam1
1052,ualbcre1,URINARY ALBUMIN/CREATININE (mg/g),NUMERIC,,Exam1
1053,ualbcre1t,NATURAL LOG TRANSFORMED RATIO OF URINARY ALBUMIN (MG) TO CREATININE (g),NUMERIC,,Exam1
1054,ucreat1,URINARY CREATININE (mg/dL),NUMERIC,,Exam1
1055,uabcat1c,URINE: MICROALBUMINURIA,NUMERIC,1=NORMAL; 2=MICROALBUMINURIA; 3=MACROALBUMINURIA,Exam1
1056,dmtype1c,DIABETES TYPE,NUMERIC,1=TYPE 1 DIABETES; 2=TYPE 2 DIABETES; 999=NOT APPLICABLE,Exam1
1057,mtsy031c,METABOLIC SYNDROME BY UPDATED NCEP GUIDELINES (CIRCULATION 2004;109;433-438),NUMERIC,0=NO; 1=YES,Exam1
1058,inslnr1t,SERUM INSULIN RECODED TO E5 ELECSYS SCALE (MU/L),NUMERIC,,Exam1
1059,vldlp31c,VLDL PARTICLES (TOTAL) (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1060,vl31,LARGE VLDL >60 nm (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1061,vm31,MEDIUM VLDL 35-60 nm (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1062,vs31,SMALL VLDL 29-35 nm (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1063,ldlp31c,LDL PARTICLES (TOTAL) (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1064,idl31,IDL 23-29 nm (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1065,ll31,LARGE LDL 20.5-23 nm (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1066,ls31,SMALL LDL 18-20.5 nm (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1067,hdlp31c,HDL PARTICLES (TOTAL) (umol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1068,hl31,LARGE HDL 9.4-14 nm (umol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1069,hm31,MEDIUM HDL 8.2-9.4 nm (umol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1070,hs31,SMALL HDL 7.3-8.2 nm (umol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1071,vz31,MEAN VLDL SIZE (nm) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1072,lz31,MEAN LDL SIZE (nm) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1073,hz31,MEAN HDL SIZE (nm) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1074,ntrg31c,CALCULATED TOTAL TRIGLYCERIDES (mg/dL) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1075,nvtrg31c,CALCULATED VLDL TRIGLYCERIDES (mg/dL) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1076,nhdlc31c,CALCULATED HDL CHOLESTEROL (mg/dL) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1077,lp3lpir1,LIPOPROTEIN INSULIN RESISTANCE SCORE FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,,Exam1
1078,lpcomm31,COMMENTS FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,STRING,,Exam1
1079,il2sr1,INTERLEUKIN-2 (pg/mL),NUMERIC,,Exam1
1080,il2sr1t,NATURAL LOG TRANSFORMED INTERLEUKIN-2,NUMERIC,,Exam1
1081,tnfri1,TUMOR NECROSIS FACTOR-A SOLUBLE RECEPTORS (pg/ml),NUMERIC,,Exam1
1082,age1c,AGE,NUMERIC,,Exam1
1083,agecat1c,AGE CATEGORIES,NUMERIC,1=45 - 54; 2=55 - 64; 3=65 - 74; 4=75 - 84,Exam1
1084,frncep1c,10 YR HARD CHD RISK--NCEP VERSION,NUMERIC,,Exam1
1085,frjama1c,10YR HARD CHD RISK PER JAMA 2001 PAPER,NUMERIC,,Exam1
1086,frcirc1c,10YR HARD CHD RISK PER CIRC 1998 PAPER,NUMERIC,,Exam1
1087,frci081c,FRAMINGHAM GLOBAL CVD RISK PER CIRC 2008 PAPER,NUMERIC,,Exam1
1088,egfr1c,ESTIMATED GLOMERULAR FILTRATION RATE BY SIMPLIFIED MDRD EQUATION,NUMERIC,,Exam1
1089,cepgfr1c,EXAM 1 (CALIBRATED CR) EGFR USING CKD-EPI EQUATION,NUMERIC,,Exam1
1090,hrtrate1,HEART RATE (BEATS/MIN),NUMERIC,,Exam1
1091,supprss1,FLAG FOR SUPRESSED CODES,NUMERIC,1=NON-SUPPRESSED; 2=SUPPRESSED,Exam1
1092,qsupprs1,"SUPPRESSED Q MC1, OTHER THAN QUALITY ISSUES",NUMERIC,"1=SUPPRESSED Q MC1, OTHER THAN QUALITY ISSUES",Exam1
1093,ssupprs1,"SUPPRESSED ST MC4, OTHER THAN QUALITY ISSUES",NUMERIC,"1=SUPPRESSED ST MC4, OTHER THAN QUALITY ISSUES",Exam1
1094,tsupprs1,"SUPPRESSED T MC5, OTHER THAN QUALITY ISSUES",NUMERIC,"1=SUPPRESSED T MC5, OTHER THAN QUALITY ISSUES",Exam1
1095,minor11,"MINOR ABNORMALITY 1 PER MINNESOTA CODE: MINOR-ISOLATED Q, QS WAVES",NUMERIC,"1=MINOR ISOLATED Q,QS WAVES",Exam1
1096,minor21,"MINOR ABNORMALITY 2 PER MINNESOTA CODE: MINOR-ISOLATED ST, T WAVES",NUMERIC,"1=MINOR ISOLATED ST,T ABNORMALITIES",Exam1
1097,minor31,MINOR ABNORMALITY 3 PER MINNESOTA CODE: HIGH R WAVES,NUMERIC,1=HIGH R WAVES,Exam1
1098,minor4l1,"MINOR ABNORMALITY 4L PER MINNESOTA CODE: ST SEGMENT ELEVATION, ANTEROLATERAL SITE",NUMERIC,"1=ST SEGMENT ELEVATION, ANTEROLATERAL SITE",Exam1
1099,minor4f1,"MINOR ABNORMALITY 4F PER MINNESOTA CODE: ST SEGMENT ELEVATION, POSTERIOR SITE",NUMERIC,"1=ST SEGMENT ELEVATION, POSTERIOR SITE",Exam1
1100,minor4v1,"MINOR ABNORMALITY 4V PER MINNESOTA CODE: ST SEGMENT ELEVATION, ANTERIOR SITE",NUMERIC,"1=ST SEGMENT ELEVATION, ANTERIOR SITE",Exam1
1101,minor5l1,MINOR ABNORMALITY 5L PER MINNESOTA CODE: INCOMPLETE LBBB,NUMERIC,1=INCOMPLETE RBBB,Exam1
1102,minor5r1,MINOR ABNORMALITY 5R PER MINNESOTA CODE: INCOMPLETE RBBB,NUMERIC,1=INCOMPLETE LBB,Exam1
1103,minor61,"MINOR ABNORMALITY 6 PER MINNESOTA CODE: MINOR QT PROLONGATION, JTI >=112% OR MINOR QT PROLONGATION, QTI >=112%",NUMERIC,"1=MINOR QT PROLONGATION, JTI >=112%; 2=MINOR QT PROLONGATION, QTI >=112%",Exam1
1104,minor71,MINOR ABNORMALITY 7 PER MINNESOTA CODE: SHORT PR,NUMERIC,1=SHORT PR,Exam1
1105,minor81,MINOR ABNORMALITY 8 PER MINNESOTA CODE: LEFT AXIS DEVIATION,NUMERIC,1=LEFT AXIS DEVIATION,Exam1
1106,minor91,MINOR ABNORMALITY 9 PER MINNESOTA CODE: RIGHT AXIS DEVIATION,NUMERIC,1=RIGHT AXIS DEVIATION,Exam1
1107,minor101,MINOR ABNORMALITY 10 PER MINNESOTA CODE: FREQUENT VENTRICULAR PREMATURE BEATS,NUMERIC,1=FREQUENT VENTRICULAR PREMATURE BEATS,Exam1
1108,minor11a1,MINOR ABNORMALITY 11A PER MINNESOTA CODE: P-R INTERVAL > .22 SEC,NUMERIC,1=P-R INTERVAL > .22 SEC,Exam1
1109,minor11b1,MINOR ABNORMALITY 11B PER MINNESOTA CODE: FREQUENT ATRIAL OR JUNCTIONAL PREMATURE BEATS OR WANDERING ATRIAL PACEMAKER OR FREQUENT ATRIAL OR VENTRICULAR PREMATURE BEATS AND WANDERING ATRIAL PACEMAKER,NUMERIC,1=FREQUENT ATRIAL OR JUNCTIONAL PREMATURE BEATS; 2=WANDERING ATRIAL PACEMAKER; 3=FREQUENT ATRIAL OR VENTRICULAR PREMATURE BEATS AND WANDERING ATRIAL PACEMAKER,Exam1
1110,minor11c1,MINOR ABNORMALITY 11C PER MINNESOTA CODE: SUPRAVENTRICULAR RHYTHM,NUMERIC,1=SUPRAVENTRICULAR RHYTHM,Exam1
1111,minor11d1,MINOR ABNORMALITY 11D PER MINNESOTA CODE: SINUS TACHYCARDIA,NUMERIC,1=SINUS TACHYCARDIA,Exam1
1112,minor11e1,MINOR ABNORMALITY 11E PER MINNESOTA CODE: SINUS BRADYCARDIA,NUMERIC,1=SINUS BRADYCARDIA,Exam1
1113,minor11f1,MINOR ABNORMALITY 11F PER MINNESOTA CODE: LOW QRS AMPLITUDE,NUMERIC,1=LOW QRS AMPLITUDE,Exam1
1114,minor11g1,MINOR ABNORMALITY 11G PER MINNESOTA CODE: P-WAVE AMPLITUDE HIGH,NUMERIC,1=P-WAVE AMPLITUDE HIGH,Exam1
1115,major11,MAJOR ABNORMALITY 1 PER MINNESOTA CODE: COMPLETE/INTERMITTENT LBBB OR COMPLETE/INTERMITTENT RBBB OR NONSPECIFIC INTRAVENTRICULAR BLOCK OR COMPLETE/INTERMITTENT RBBB W/ LEFT ANTERIOR HEMIBLOCK,NUMERIC,1=COMPLETE/INTERMITTENT LBBB; 2=COMPLETE/INTERMITTENT RBBB; 3=NONSPECIFIC INTRAVENTRICULAR BLOCK; 4=COMPLETE/INTERMITTENT RBBB W/ LEFT ANTERIOR HEMIBLOCK,Exam1
1116,major21,MAJOR ABNORMALITY 2 PER MINNESOTA CODE: MAJOR Q WAVE ABNORMALITIES [OLD MYOCARDIAL INFARCTION (MI)],NUMERIC,1=MAJOR Q WAVE ABNORMALITIES [OLD MYOCARDIAL INFARCTION (MI)],Exam1
1117,major31,"MAJOR ABNORMALITY 3 PER MINNESOTA CODE: MINOR Q,QS WAVES WITH ST,T ABNORMALITIES (POSSIBLE OLD MI)",NUMERIC,"1=MINOR Q,QS WAVES WITH ST,T ABNORMALITIES (POSSIBLE OLD MI)",Exam1
1118,major41,MAJOR ABNORMALITY 4 PER MINNESOTA CODE: MAJOR ISOLATED_ST_T_ABNORMALITIES,NUMERIC,1=MAJOR ISOLATED_ST_T_ABNORMALITIES,Exam1
1119,major51,MAJOR ABNORMALITY 5 PER MINNESOTA CODE: LEFT VENTRICULAR HYPERTROPHY,NUMERIC,1=LEFT VENTRICULAR HYPERTROPHY,Exam1
1120,major61,MAJOR ABNORMALITY 6 PER MINNESOTA CODE: ATRIAL FIBRILLATION OR FLUTTER,NUMERIC,1=ATRIAL FIBRILLATION OR FLUTTER,Exam1
1121,major7a1,MAJOR ABNORMALITY 7A PER MINNESOTA CODE: MOBITZ TYPE II OR PARTIAL (SECOND DEGREE) A-V BLOCK OR WENCKEBACH'S PHENOMENON,NUMERIC,1=MOBITZ TYPE II; 2=PARTIAL (SECOND DEGREE) A-V BLOCK; 3=WENCKEBACH'S PHENOMENON,Exam1
1122,major7b1,MAJOR ABNORMALITY 7B PER MINNESOTA CODE: COMPLETE (THIRD DEGREE) A-V BLOCK,NUMERIC,1=COMPLETE (THIRD DEGREE) A-V BLOCK,Exam1
1123,major7c1,MAJOR ABNORMALITY 7C PER MINNESOTA CODE: A-V DISSOCIATION WITH VENTRICULAR PACEMAKER (WITHOUT CAPTURE) OR A-V DISSOCIATION WITH VENTRICULAR PACEMAKER (WITH CAPTURE),NUMERIC,1=A-V DISSOCIATION WITH VENTRICULAR PACEMAKER (WITHOUT CAPTURE); 2=A-V DISSOCIATION WITH VENTRICULAR PACEMAKER (WITH CAPTURE),Exam1
1124,major7d1,MAJOR ABNORMALITY 7D PER MINNESOTA CODE: WOLFF-PARKINSON-WHITE PATTERN,NUMERIC,1=WOLFF-PARKINSON-WHITE PATTERN,Exam1
1125,major81,"MAJOR ABNORMALITY 8 PER MINNESOTA CODE: MAJOR QT PROLONGATION, QTI >= 116%",NUMERIC,"1=MAJOR QT PROLONGATION, QTI >= 116%",Exam1
1126,major91,MAJOR ABNORMALITY 9 PER MINNESOTA CODE: PACEMAKER,NUMERIC,1=PACEMAKER,Exam1
1127,major10a1,"MAJOR ABNORMALITY 10A: VENTRICULAR FIBRILLATION OR VENTRICULAR ASYSTOLE OR PERSISTENT VENTRICULAR RHYTHM WITH NO CODABLE SEGMENT, REGARDLESS OF RATE OR INTERMITTENT VENTRICULAR TACHYCARDIA OR VENTRICULAR PARASYSTOLE",NUMERIC,"1=VENTRICULAR FIBRILLATION OR VENTRICULAR ASYSTOLE; 2=PERSISTENT VENTRICULAR RHYTHM WITH NO CODABLE SEGMENT, REGARDLESS OF RATE; 3=INTERMITTENT VENTRICULAR TACHYCARDIA; 4=VENTRICULAR PARASYSTOLE",Exam1
1128,major10b1,MAJOR ABNORMALITY 10B: ATRIAL FLUTTER OR INTERMITTENT ATRIAL FIBRILLATION,NUMERIC,1=ATRIAL FLUTTER; 2=INTERMITTENT ATRIAL FIBRILLATION,Exam1
1129,major10c1,MAJOR ABNORMALITY 10C: SUPRAVENTRICULAR TACHYCARDIA INTERMITTENT,NUMERIC,1=SUPRAVENTRICULAR TACHYCARDIA INTERMITTENT,Exam1
1130,jtdur1,JT DURATION (QTDUR1 - QRSDUR1),NUMERIC,,Exam1
1131,jtindex1,JT INDEX ((JT/518) * (HRTRATE1 + 100)),NUMERIC,,Exam1
1132,qtindex1,QT INDEX (QTDUR1 * (HRTRATE1 + 100)/656),NUMERIC,,Exam1
1133,majabn1c,ANY MAJOR ECG ABNORMALITIES,NUMERIC,0=NO; 1=YES,Exam1
1134,minabn1c,ANY MINOR ECG ABNORMALITIES,NUMERIC,0=NO; 1=YES,Exam1
1135,pkyrs1c,PACK-YEARS OF CIGARETTE SMOKING,NUMERIC,,Exam1
1136,olvedm1t,LV END-DIASTOLIC MASS (g) USING SSFG MRI PULSE SEQUENCE,NUMERIC,,Exam1
1137,olvedv1t,LV END-DIASTOLIC VOLUME (mL) USING SSFG MRI PULSE SEQUENCE,NUMERIC,,Exam1
1138,olvesv1t,LV END-SYSTOLIC VOLUME (mL) USING SSFG MRI PULSE SEQUENCE,NUMERIC,,Exam1
1139,olvef1t,LV EJECTION FRACTION (%) USING SSFG MRI PULSE SEQUENCE,NUMERIC,,Exam1
1140,olvsv1t,LV STROKE VOLUME (mL) USING SSFG MRI PULSE SEQUENCE,NUMERIC,,Exam1
1141,dpp4i1c,DIPEPTIDYL PEPTIDASE-4 INHIBITOR,NUMERIC,,Exam1
1142,sari1c,SEROTONIN ANTAGONIST AND REUPTAKE INHIBITOR,NUMERIC,,Exam1
1143,ssri1c,SELECTIVE SEROTONIN REUPTAKE INHIBITORS,NUMERIC,,Exam1
1144,apoeig1,APOLIPOPROTEIN E (APO E) ISOFORM GENOTYPE,STRING,,Exam1
1145,apoea11,APOLIPOPROTEIN E: ALLELE 1,NUMERIC,2=E2: ALLELE DENOTES ISOFORM 112CYS/158CYS OF THE MATURE PROTEIN; 3=E3: ALLELE DENOTES ISOFORM 112CYS/158ARG OF THE MATURE PROTEIN; 4=E4: ALLELE DENOTES ISOFORM 112ARG/158ARG OF THE MATURE PROTEIN,Exam1
1146,apoea21,APOLIPOPROTEIN E: ALLELE 2,NUMERIC,2=E2: ALLELE DENOTES ISOFORM 112CYS/158CYS OF THE MATURE PROTEIN; 3=E3: ALLELE DENOTES ISOFORM 112CYS/158ARG OF THE MATURE PROTEIN; 4=E4: ALLELE DENOTES ISOFORM 112ARG/158ARG OF THE MATURE PROTEIN,Exam1
1147,olvedm1,LV MASS (g) USING FGRE MRI PULSE SEQUENCE,NUMERIC,,Exam1
1148,olvedv1,LV END-DIASTOLIC VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,,Exam1
1149,olvesv1,LV END-SYSTOLIC VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,,Exam1
1150,olvef1,LV EJECTION FRACTION (%) USING FGRE MRI PULSE SEQUENCE,NUMERIC,,Exam1
1151,olvsv1,LV STROKE VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,,Exam1
1152,ppa_101,PULSE PRESSURE AMPLIFICATION x10,NUMERIC,,Exam1
1153,rm_101,REFLECTION MAGNITUDE x10,NUMERIC,,Exam1
1154,aix_ao_101,AORTIC AUGMENTATION INDEX x10,NUMERIC,,Exam1
1155,mmflag1c,ANY MAJOR OR MINOR ECG ABNORMALITIES PER MINNESOTA CODE,NUMERIC,0=NORMAL (NO MAJOR OR MINOR); 1=MINOR (MINOR WITH NO MAJOR); 2=MAJOR (MAJOR WITH POSSIBLE MINOR ABNORMALITIES),Exam1
1156,ntca1c,NON-TRICYCLIC ANTIDEPRESSANTS OTHER THAN MAOI,NUMERIC,0=NO; 1=YES,Exam1
1157,mlvwall1c,"MEAN LV WALL THICKNESS, END-DIASTOLE (mm)",NUMERIC,,Exam1
1158,ndri1c,NOREPINEPHRINE-DOPAMINE REUPTAKE INHIBITOR,NUMERIC,,Exam1
1159,snri1c,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS,NUMERIC,,Exam1
1160,sidno,SHARE ID NUMBER,NUMERIC,,Exam2
1161,race1c,RACE / ETHNICITY,NUMERIC,"1=WHITE, CAUCASIAN; 2=CHINESE AMERICAN; 3=BLACK, AFRICAN-AMERICAN; 4=HISPANIC",Exam2
1162,mexican1,"MEXICAN, CHICANO, MEXICAN-AMERICAN",NUMERIC,0=NO; 1=YES,Exam2
1163,dominic1,DOMINICAN,NUMERIC,0=NO; 1=YES,Exam2
1164,puert1,PUERTO RICAN,NUMERIC,0=NO; 1=YES,Exam2
1165,cuban1,CUBAN,NUMERIC,0=NO; 1=YES,Exam2
1166,othhisp1,OTHER HISPANIC,NUMERIC,0=NO; 1=YES,Exam2
1167,lang1,LANGUAGE SPOKEN AT EXAM 1,NUMERIC,1=ENGLISH; 2=SPANISH; 3=CHINESE,Exam2
1168,gender1,GENDER,NUMERIC,0=FEMALE; 1=MALE,Exam2
1169,site2c,SITE AT EXAM 2,NUMERIC,3=WFU; 4=COL; 5=JHU; 6=UMN; 7=NWU; 8=UCLA,Exam2
1170,month2,MONTH OF EXAM 2,NUMERIC,1=JANUARY; 2=FEBRUARY; 3=MARCH; 4=APRIL; 5=MAY; 6=JUNE; 7=JULY; 8=AUGUST; 9=SEPTEMBER; 10=OCTOBER; 11=NOVEMBER; 12=DECEMBER,Exam2
1171,season2,SEASON OF EXAM 2,NUMERIC,1=JANUARY TO MARCH; 2=APRIL TO JUNE; 3=JULY TO SEPTEMBER; 4=OCTOBER TO DECEMBER,Exam2
1172,E12DyC,"TIME BETWEEN EXAM VISITS, IN DAYS",NUMERIC,,Exam2
1173,frncep2c,"10 YR HARD CHD RISK--NCEP VERSION, EXAM 2",NUMERIC,,Exam2
1174,claud2t,INTERMITTENT CLAUDICATION BY 1998 WORLD HEALTH ORGANIZATION CRITERIA - E2,NUMERIC,0=NO; 1=YES,Exam2
1175,dm032c,EXAM 2 DIABETES MELLITUS BY 2003 ADA FASTING CRITERIA ALGORITHM,NUMERIC,0=NORMAL; 1=IFG; 2=UNTREATED DIABETES; 3=TREATED DIABETES,Exam2
1176,dm032t,RECODE OF DM032C COMBINING UNTREATED AND TREATED DIABETES - E2,NUMERIC,0=NORMAL OR IFG; 1=DIABETES (TREATED AND NON-TREATED),Exam2
1177,dm032t2,SECONDARY RECODE OF DM032C OMITTING IFG AND COMBINING UNTREATED AND TREATED DIABETES - E2,NUMERIC,0=NORMAL; 1=DIABETES (TREATED AND NON-TREATED),Exam2
1178,htn2c,"HYPERTENSION BY JNC VI (1997) CRITERIA, EXAM 2",NUMERIC,0=NO; 1=YES,Exam2
1179,htnstg2c,HYPERTENSION STAGE,NUMERIC,1=OPTIMAL; 2=NORMAL; 3=HIGH-NORMAL; 4=STAGE 1 HYPERTENSION; 5=STAGE 2 HYPERTENSION; 6=STAGE 3 HYPERTENSION,Exam2
1180,htcm2,HEIGHT (cm),NUMERIC,,Exam2
1181,wtlb2,WEIGHT (lbs.),NUMERIC,,Exam2
1182,waistcm2,WAIST CIRCUMFERENCE (cm),NUMERIC,,Exam2
1183,hipcm2,HIP CIRCUMFERENCE (cm),NUMERIC,,Exam2
1184,bmi2c,BODY MASS INDEX (kg/m^2),NUMERIC,,Exam2
1185,bmicat2c,"BODY MASS INDEX, WHO CATEGORIES",NUMERIC,1=NORMAL; 2=GRADE 1 OVERWEIGHT; 3=GRADE 2 OVERWEIGHT; 4=GRADE 3 OVERWEIGHT,Exam2
1186,bsa2c,BODY SURFACE AREA,NUMERIC,,Exam2
1187,htmodp2,"HEIGHT, PROTOCOL MODIFICATION?",NUMERIC,0=NO; 1=YES,Exam2
1188,wtmodp2,"WEIGHT, PROTOCOL MODIFICATION?",NUMERIC,0=NO; 1=YES,Exam2
1189,hwmodp2,"GIRTH, PROTOCOL MODIFICATION?",NUMERIC,0=NO; 1=YES,Exam2
1190,cmtmodp2,"COMMENTS, ANTHRO PROTOCOL MODIFICATION?",NUMERIC,0=NO; 1=YES,Exam2
1191,AGATUM2C,"MEAN TOTAL AGATSTON CALCIUM SCORE, UNADJUSTED",NUMERIC,,Exam2
1192,VOLUM2C,"MEAN TOTAL CALCIUM VOLUME, UNADJUSTED",NUMERIC,,Exam2
1193,VOLSUM2C,"MEAN TOTAL VOLUME SCORE, UNADJUSTED",NUMERIC,,Exam2
1194,AGATPM2C,"MEAN TOTAL AGATSTON CALCIUM SCORE, PHANTOM ADJUSTED",NUMERIC,,Exam2
1195,agatpm2t,NATURAL LOG-TRANSFORMED PHANTOM-ADJUSTED AGATSTON SCORE (POSITIVE SCORES ONLY) - E2,NUMERIC,,Exam2
1196,cacgt02c,PRESENCE OF CALCIUM INDICATOR - E2,NUMERIC,0=NO; 1=YES,Exam2
1197,VOLPM2C,"MEAN TOTAL CALCIUM VOLUME, PHANTOM ADJUSTED",NUMERIC,,Exam2
1198,VOSPM2C,"MEAN TOTAL ISOMETRIC VOLUME SCORE, PHANTOM ADJUSTED",NUMERIC,,Exam2
1199,E12CTDyC,"TIME BETWEEN CT SCANS, IN DAYS",NUMERIC,,Exam2
1200,AGATU12C,"SCAN 1:  TOTAL AGATSTON CALCIUM SCORE, UNADJUSTED",NUMERIC,,Exam2
1201,AGATU22C,"SCAN 2:  TOTAL AGATSTON CALCIUM SCORE, UNADJUSTED",NUMERIC,,Exam2
1202,VOLU12C,"SCAN 1:  TOTAL CALCIUM VOLUME, UNADJUSTED",NUMERIC,,Exam2
1203,VOLU22C,"SCAN 2:  TOTAL CALCIUM VOLUME, UNADJUSTED",NUMERIC,,Exam2
